"","Participant","OtherLangYN","Gender","Age","Education","Item","Rating","Scenario","Context","Content"
"215","R_2eVGOa9pJnTayqx","Yes","Male",34,"Bachelor's degree or equivalent","PianoNPNRApp",38,"Piano","NPNR","App"
"216","R_2SIfOE4GVBXLecK","No","Male",33,"Bachelor's degree or equivalent","PianoNPNRApp",55,"Piano","NPNR","App"
"217","R_3PmInhSOF3LkBVN","No","Male",34,"Master's degree or equivalent","PianoNPNRApp",55,"Piano","NPNR","App"
"218","R_1Kj9g25GWagYDrZ","No","Male",56,"Some college but no degree","PianoNPNRApp",0,"Piano","NPNR","App"
"219","R_2CBoscS4fQRyIba","No","Female",23,"High school degree","PianoNPNRApp",73,"Piano","NPNR","App"
"220","R_2Cmn39fD9JJ9Hc3","No","Female",37,"Some college but no degree","PianoNPNRApp",95,"Piano","NPNR","App"
"221","R_1mKphsppAZHeb4s","No","Male",26,"Bachelor's degree or equivalent","PianoNPNRApp",18,"Piano","NPNR","App"
"222","R_REJdmXJvdAUvycF","No","Female",28,"Bachelor's degree or equivalent","PianoNPNRApp",65,"Piano","NPNR","App"
"223","R_1yKFi16mmkaYTYZ","No","Male",29,"Some college but no degree","PianoNPNRApp",0,"Piano","NPNR","App"
"224","R_2AWqKpI2r6YGs8Z","No","Male",26,"Bachelor's degree or equivalent","PianoNPNRApp",25,"Piano","NPNR","App"
"225","R_1jBUvhIiMvz5ocp","Yes","Male",22,"High school degree","PianoNPNRApp",70,"Piano","NPNR","App"
"226","R_5zNWZAGpxuz2ZSV","No","Male",33,"Bachelor's degree or equivalent","PianoNPNRApp",88,"Piano","NPNR","App"
"227","R_3qUuOdAID8ux1h1","No","Male",46,"Some college but no degree","PianoNPNRApp",95,"Piano","NPNR","App"
"228","R_3HB6mvLUuALQ8FY","Yes","Male",30,"High school degree","PianoNPNRApp",0,"Piano","NPNR","App"
"229","R_3FUpsJl2cKQfS0c","No","Male",34,"Bachelor's degree or equivalent","PianoNPNRApp",3,"Piano","NPNR","App"
"230","R_291gvb4gG1dtT4i","No","Male",30,"Bachelor's degree or equivalent","PianoNPNRApp",1,"Piano","NPNR","App"
"231","R_2sd8nJo9NWD0atg","No","Female",44,"Some college but no degree","PianoNPNRApp",28,"Piano","NPNR","App"
"232","R_25yconzjBRW0aUO","No","Male",34,"Some college but no degree","PianoNPNRApp",98,"Piano","NPNR","App"
"233","R_2zTr7R0l0a5Wb68","No","Male",32,"Bachelor's degree or equivalent","PianoNPNRApp",62,"Piano","NPNR","App"
"234","R_1nOVRAV3icHAOX4","No","Male",49,"Some college but no degree","PianoNPNRApp",18,"Piano","NPNR","App"
"235","R_1LMWtCcedWkyUwc","No","Female",47,"Less than high school degree","PianoNPNRApp",59,"Piano","NPNR","App"
"236","R_3kiT30vKnhp7Bpx","No","Male",34,"High school degree","PianoNPNRApp",26,"Piano","NPNR","App"
"237","R_26aoBEjMfFHXDsx","No","Male",30,"Bachelor's degree or equivalent","PianoNPNRApp",17,"Piano","NPNR","App"
"238","R_2xMjOYTLb0LsYDy","No","Male",51,"Some college but no degree","PianoNPNRApp",51,"Piano","NPNR","App"
"239","R_eIHTh6Qzndx6CpX","No","Female",42,"Bachelor's degree or equivalent","PianoNPNRApp",100,"Piano","NPNR","App"
"240","R_1Cxd3jFV4twoWEj","No","Male",42,"Bachelor's degree or equivalent","PianoNPNRApp",30,"Piano","NPNR","App"
"241","R_122Skthc9isBkoZ","No","Male",25,"Bachelor's degree or equivalent","PianoNPNRApp",100,"Piano","NPNR","App"
"242","R_9LTkTwEM0RrPmaB","No","Male",45,"Some college but no degree","PianoNPNRApp",70,"Piano","NPNR","App"
"243","R_eFhJhNWjVhCtLax","No","Female",32,"Bachelor's degree or equivalent","PianoNPNRApp",78,"Piano","NPNR","App"
"244","R_12Aqr4xS2Ghuwz6","No","Female",48,"Bachelor's degree or equivalent","PianoNPNRApp",100,"Piano","NPNR","App"
"245","R_2CswPRXNVqeZYL1","Yes","Male",26,"Master's degree or equivalent","BrotherNPNRG",25,"Brother","NPNR","G"
"246","R_3EHhBWpmUqcECek","No","Male",43,"Some college but no degree","BrotherNPNRG",43,"Brother","NPNR","G"
"247","R_10vnoa62amH4GSH","No","Female",40,"Bachelor's degree or equivalent","BrotherNPNRG",81,"Brother","NPNR","G"
"248","R_3PmInhSOF3LkBVN","No","Male",34,"Master's degree or equivalent","BrotherNPNRG",34,"Brother","NPNR","G"
"249","R_1cTXyPwU99e8SvS","No","Female",37,"Some college but no degree","BrotherNPNRG",38,"Brother","NPNR","G"
"250","R_1lttSGZ5LC59uHv","No","Male",71,"High school degree","BrotherNPNRG",100,"Brother","NPNR","G"
"251","R_z1HMLRStitU9kXL","Yes","Female",31,"Bachelor's degree or equivalent","BrotherNPNRG",100,"Brother","NPNR","G"
"252","R_2cuy562cM8gKLE1","No","Female",60,"Bachelor's degree or equivalent","BrotherNPNRG",51,"Brother","NPNR","G"
"253","R_2rZXMgjBkjgKwpz","No","Female",31,"Some college but no degree","BrotherNPNRG",43,"Brother","NPNR","G"
"254","R_veNNomIroLI3FTz","No","Male",22,"High school degree","BrotherNPNRG",34,"Brother","NPNR","G"
"255","R_r7SBxvNCWngsSjL","Yes","Male",27,"High school degree","BrotherNPNRG",14,"Brother","NPNR","G"
"256","R_Wr25rTClivQBkMV","No","Female",21,"Some college but no degree","BrotherNPNRG",0,"Brother","NPNR","G"
"257","R_PNUuDjB9kU72c1j","No","Male",71,"Some college but no degree","BrotherNPNRG",29,"Brother","NPNR","G"
"258","R_3L6UNip0RALEdph","No","Male",32,"Bachelor's degree or equivalent","BrotherNPNRG",68,"Brother","NPNR","G"
"259","R_eA65aVXNjQ3oF6p","No","Female",30,"Bachelor's degree or equivalent","BrotherNPNRG",100,"Brother","NPNR","G"
"260","R_10GF1JBBjyJ1qDh","No","Male",31,"Other","BrotherNPNRG",0,"Brother","NPNR","G"
"261","R_3FUpsJl2cKQfS0c","No","Male",34,"Bachelor's degree or equivalent","BrotherNPNRG",0,"Brother","NPNR","G"
"262","R_3KMY0lFnzS8zL1Y","No","Female",28,"High school degree","BrotherNPNRG",100,"Brother","NPNR","G"
"263","R_vN1JKe6U1rEi6XL","No","Male",31,"Bachelor's degree or equivalent","BrotherNPNRG",18,"Brother","NPNR","G"
"264","R_26l5jOJwRK5BtTb","No","Male",24,"High school degree","BrotherNPNRG",16,"Brother","NPNR","G"
"265","R_3GvniLqNV7Sxn5X","No","Male",59,"Some college but no degree","BrotherNPNRG",30,"Brother","NPNR","G"
"266","R_3oU6bi4aklBq8rN","No","Male",26,"Master's degree or equivalent","BrotherNPNRG",61,"Brother","NPNR","G"
"267","R_uldCSXQuEUoYjPr","Yes","Male",52,"Doctoral degree or equivalent","BrotherNPNRG",96,"Brother","NPNR","G"
"268","R_1dK10GPEWZtvW9T","No","Male",30,"High school degree","BrotherNPNRG",32,"Brother","NPNR","G"
"269","R_12fdUBsPbpZ6vTk","No","Female",26,"Bachelor's degree or equivalent","BrotherNPNRG",0,"Brother","NPNR","G"
"270","R_Q9TeAZyJAZPolbj","No","Female",46,"Some college but no degree","BrotherNPNRG",25,"Brother","NPNR","G"
"271","R_31T2kholOTUdUCs","No","Male",43,"Other","BrotherNPNRG",3,"Brother","NPNR","G"
"272","R_33Cg5sfojAPzosG","No","Female",24,"Bachelor's degree or equivalent","BrotherNPNRG",1,"Brother","NPNR","G"
"273","R_3r1EjkUOufYd36h","Yes","Male",35,"Master's degree or equivalent","BrotherNPNRG",93,"Brother","NPNR","G"
"274","R_1E6zspl52lRQ5BB","No","Male",38,"High school degree","BrotherNPNRG",72,"Brother","NPNR","G"
"275","R_3oFR79jYLPaN5Qa","No","Male",38,"Master's degree or equivalent","BrotherNPNRG",38,"Brother","NPNR","G"
"276","R_9LTkTwEM0RrPmaB","No","Male",45,"Some college but no degree","BrotherNPNRG",65,"Brother","NPNR","G"
"277","R_2al5WJaPnikLvKh","No","Male",31,"Bachelor's degree or equivalent","BrotherNPNRG",78,"Brother","NPNR","G"
"278","R_21ENcSqMOuiVNqM","No","Male",35,"Bachelor's degree or equivalent","CarNPNRG",13,"Car","NPNR","G"
"279","R_31XEK3XAKpJwBh2","No","Male",61,"Bachelor's degree or equivalent","CarNPNRG",22,"Car","NPNR","G"
"280","R_2SIfOE4GVBXLecK","No","Male",33,"Bachelor's degree or equivalent","CarNPNRG",60,"Car","NPNR","G"
"281","R_1Kj9g25GWagYDrZ","No","Male",56,"Some college but no degree","CarNPNRG",0,"Car","NPNR","G"
"282","R_2TNqXg8DN8sa92B","No","Female",25,"Some college but no degree","CarNPNRG",51,"Car","NPNR","G"
"283","R_2YhUEJQHGrxe0El","No","Male",25,"Bachelor's degree or equivalent","CarNPNRG",26,"Car","NPNR","G"
"284","R_Xh1yXS224e5Hujn","No","Female",33,"Bachelor's degree or equivalent","CarNPNRG",40,"Car","NPNR","G"
"285","R_REJdmXJvdAUvycF","No","Female",28,"Bachelor's degree or equivalent","CarNPNRG",80,"Car","NPNR","G"
"286","R_2fJnVG5DdCyWrx1","No","Male",32,"Some college but no degree","CarNPNRG",52,"Car","NPNR","G"
"287","R_1yKFi16mmkaYTYZ","No","Male",29,"Some college but no degree","CarNPNRG",52,"Car","NPNR","G"
"288","R_3M3GtvtEaWMomDm","No","Male",40,"Some college but no degree","CarNPNRG",28,"Car","NPNR","G"
"289","R_BKyqAMTET6s537b","No","Female",38,"Bachelor's degree or equivalent","CarNPNRG",85,"Car","NPNR","G"
"290","R_5zNWZAGpxuz2ZSV","No","Male",33,"Bachelor's degree or equivalent","CarNPNRG",61,"Car","NPNR","G"
"291","R_ZJfynNk3A4pqn9n","No","Female",47,"Some college but no degree","CarNPNRG",63,"Car","NPNR","G"
"292","R_cwnm16XvkODdJyF","No","Male",23,"Bachelor's degree or equivalent","CarNPNRG",27,"Car","NPNR","G"
"293","R_291gvb4gG1dtT4i","No","Male",30,"Bachelor's degree or equivalent","CarNPNRG",7,"Car","NPNR","G"
"294","R_1oBAlBz8tCTrtvw","No","Male",65,"Some college but no degree","CarNPNRG",81,"Car","NPNR","G"
"295","R_2zTr7R0l0a5Wb68","No","Male",32,"Bachelor's degree or equivalent","CarNPNRG",11,"Car","NPNR","G"
"296","R_3wSEYDwEnhbPg5P","No","Male",71,"Bachelor's degree or equivalent","CarNPNRG",100,"Car","NPNR","G"
"297","R_27HzZ3Bk92wWe8N","No","Male",31,"Bachelor's degree or equivalent","CarNPNRG",24,"Car","NPNR","G"
"298","R_2PifUy74oObevkk","No","Male",27,"Bachelor's degree or equivalent","CarNPNRG",88,"Car","NPNR","G"
"299","R_3Do7BGRmPpnL9Bh","No","Male",43,"Some college but no degree","CarNPNRG",25,"Car","NPNR","G"
"300","R_3oL22AoBKqGPIv3","No","Male",22,"Bachelor's degree or equivalent","CarNPNRG",34,"Car","NPNR","G"
"301","R_1pArIQrIGQfCciJ","Yes","Female",23,"Some college but no degree","CarNPNRG",51,"Car","NPNR","G"
"302","R_OIipHExw3Ao02rf","No","Male",27,"Master's degree or equivalent","CarNPNRG",41,"Car","NPNR","G"
"303","R_4N7aiqYhhv6BqZr","No","Male",27,"Bachelor's degree or equivalent","CarNPNRG",60,"Car","NPNR","G"
"304","R_122Skthc9isBkoZ","No","Male",25,"Bachelor's degree or equivalent","CarNPNRG",82,"Car","NPNR","G"
"305","R_qQ8SmEL4w751inv","No","Male",65,"Master's degree or equivalent","CarNPNRG",73,"Car","NPNR","G"
"306","R_3PvjC1Pkae0Od1W","No","Male",28,"Bachelor's degree or equivalent","CarNPNRG",0,"Car","NPNR","G"
"307","R_vV9KysrTULcwinD","No","Male",57,"Bachelor's degree or equivalent","CarNPNRG",80,"Car","NPNR","G"
"308","R_2zAs0lmZhAMKFVe","No","Male",39,"Some college but no degree","DogNPNRG",65,"Dog","NPNR","G"
"309","R_2eVGOa9pJnTayqx","Yes","Male",34,"Bachelor's degree or equivalent","DogNPNRG",90,"Dog","NPNR","G"
"310","R_2cnHVf2e9okgUVK","Yes","Male",33,"Some college but no degree","DogNPNRG",84,"Dog","NPNR","G"
"311","R_3etdSJQBdTvTuJZ","No","Male",37,"Bachelor's degree or equivalent","DogNPNRG",0,"Dog","NPNR","G"
"312","R_2fBsed1n7TP7vIm","No","Male",41,"High school degree","DogNPNRG",0,"Dog","NPNR","G"
"313","R_2CBoscS4fQRyIba","No","Female",23,"High school degree","DogNPNRG",17,"Dog","NPNR","G"
"314","R_2Cmn39fD9JJ9Hc3","No","Female",37,"Some college but no degree","DogNPNRG",96,"Dog","NPNR","G"
"315","R_1mKphsppAZHeb4s","No","Male",26,"Bachelor's degree or equivalent","DogNPNRG",66,"Dog","NPNR","G"
"316","R_1lxBt1vgnNEWZt6","No","Male",34,"Some college but no degree","DogNPNRG",49,"Dog","NPNR","G"
"317","R_3CUzTlSewCAYsuJ","No","Male",27,"Bachelor's degree or equivalent","DogNPNRG",67,"Dog","NPNR","G"
"318","R_2AWqKpI2r6YGs8Z","No","Male",26,"Bachelor's degree or equivalent","DogNPNRG",52,"Dog","NPNR","G"
"319","R_1jBUvhIiMvz5ocp","Yes","Male",22,"High school degree","DogNPNRG",77,"Dog","NPNR","G"
"320","R_3PaVWdGEcmno61i","No","Female",47,"Bachelor's degree or equivalent","DogNPNRG",85,"Dog","NPNR","G"
"321","R_12JV8iLpIX1puvf","No","Female",60,"High school degree","DogNPNRG",68,"Dog","NPNR","G"
"322","R_29t6qWUtpEBkAxE","No","Male",59,"Some college but no degree","DogNPNRG",47,"Dog","NPNR","G"
"323","R_7PS83Uw5gcTKfpn","No","Male",29,"Some college but no degree","DogNPNRG",27,"Dog","NPNR","G"
"324","R_2sd8nJo9NWD0atg","No","Female",44,"Some college but no degree","DogNPNRG",95,"Dog","NPNR","G"
"325","R_qL1mQO83B8mmPO9","No","Male",30,"High school degree","DogNPNRG",100,"Dog","NPNR","G"
"326","R_1n7WscrtgnUF4qQ","No","Male",33,"Bachelor's degree or equivalent","DogNPNRG",32,"Dog","NPNR","G"
"327","R_1nOVRAV3icHAOX4","No","Male",49,"Some college but no degree","DogNPNRG",46,"Dog","NPNR","G"
"328","R_1gioXSCHt8RCHMj","No","Male",26,"Some college but no degree","DogNPNRG",0,"Dog","NPNR","G"
"329","R_x48BDfE2nCPGKs1","Yes","Male",50,"Doctoral degree or equivalent","DogNPNRG",66,"Dog","NPNR","G"
"330","R_26aoBEjMfFHXDsx","No","Male",30,"Bachelor's degree or equivalent","DogNPNRG",16,"Dog","NPNR","G"
"331","R_VOQ1sdYacLMzuN3","No","Male",62,"Bachelor's degree or equivalent","DogNPNRG",35,"Dog","NPNR","G"
"332","R_3sAnLdXkcDVLn7r","No","Male",42,"Bachelor's degree or equivalent","DogNPNRG",85,"Dog","NPNR","G"
"333","R_eIHTh6Qzndx6CpX","No","Female",42,"Bachelor's degree or equivalent","DogNPNRG",8,"Dog","NPNR","G"
"334","R_1Le3c8EcJvQKaFy","No","Male",28,"Some college but no degree","DogNPNRG",91,"Dog","NPNR","G"
"335","R_2xEOvPK3E6hGXAY","Yes","Male",28,"Bachelor's degree or equivalent","DogNPNRG",39,"Dog","NPNR","G"
"336","R_2bQ2gi8G34unkcz","Yes","Female",55,"Other","DogNPNRG",94,"Dog","NPNR","G"
"337","R_eFhJhNWjVhCtLax","No","Female",32,"Bachelor's degree or equivalent","DogNPNRG",100,"Dog","NPNR","G"
"338","R_12Aqr4xS2Ghuwz6","No","Female",48,"Bachelor's degree or equivalent","DogNPNRG",100,"Dog","NPNR","G"
"339","R_1Igyztxqibfalll","No","Male",21,"Some college but no degree","PianoNPNRG",100,"Piano","NPNR","G"
"340","R_SH6OFLHcLXmapmV","No","Male",30,"High school degree","PianoNPNRG",12,"Piano","NPNR","G"
"341","R_3rTyLoxPPIn5Co9","No","Male",29,"Bachelor's degree or equivalent","PianoNPNRG",41,"Piano","NPNR","G"
"342","R_31zr02FFYpeLwSl","No","Female",40,"Master's degree or equivalent","PianoNPNRG",93,"Piano","NPNR","G"
"343","R_PFYwNY1UT32xE9r","No","Male",26,"Some college but no degree","PianoNPNRG",29,"Piano","NPNR","G"
"344","R_3Di5UsvzwSn402T","No","Male",30,"Bachelor's degree or equivalent","PianoNPNRG",6,"Piano","NPNR","G"
"345","R_XzFkuwNPgOuYThD","No","Male",37,"Bachelor's degree or equivalent","PianoNPNRG",85,"Piano","NPNR","G"
"346","R_3fPD2wNlaRGcqKA","No","Female",27,"Bachelor's degree or equivalent","PianoNPNRG",2,"Piano","NPNR","G"
"347","R_doO5bu2X3i28R2N","No","Male",22,"High school degree","PianoNPNRG",2,"Piano","NPNR","G"
"348","R_1BVi1OhzGnyXblG","No","Male",35,"High school degree","PianoNPNRG",50,"Piano","NPNR","G"
"349","R_3ELR960iC3CruM3","No","Male",23,"Bachelor's degree or equivalent","PianoNPNRG",75,"Piano","NPNR","G"
"350","R_3EBcciaWSEezuXJ","No","Male",28,"Some college but no degree","PianoNPNRG",96,"Piano","NPNR","G"
"351","R_3qUuOdAID8ux1h1","No","Male",46,"Some college but no degree","PianoNPNRG",100,"Piano","NPNR","G"
"352","R_3HB6mvLUuALQ8FY","Yes","Male",30,"High school degree","PianoNPNRG",0,"Piano","NPNR","G"
"353","R_9EqZBFaVRC2yVa1","No","Male",36,"Bachelor's degree or equivalent","PianoNPNRG",87,"Piano","NPNR","G"
"354","R_1IcRp5F2vnr70SC","No","Female",46,"Bachelor's degree or equivalent","PianoNPNRG",19,"Piano","NPNR","G"
"355","R_3iPV6tWg3UI1tqM","No","Female",50,"Bachelor's degree or equivalent","PianoNPNRG",56,"Piano","NPNR","G"
"356","R_25yconzjBRW0aUO","No","Male",34,"Some college but no degree","PianoNPNRG",75,"Piano","NPNR","G"
"357","R_2VOs9Y9bAbXvKtJ","No","Male",56,"Bachelor's degree or equivalent","PianoNPNRG",85,"Piano","NPNR","G"
"358","R_1LMWtCcedWkyUwc","No","Female",47,"Less than high school degree","PianoNPNRG",74,"Piano","NPNR","G"
"359","R_3kiT30vKnhp7Bpx","No","Male",34,"High school degree","PianoNPNRG",64,"Piano","NPNR","G"
"360","R_2xMjOYTLb0LsYDy","No","Male",51,"Some college but no degree","PianoNPNRG",1,"Piano","NPNR","G"
"361","R_1GPRy0t1LaqQo3B","No","Male",45,"Some college but no degree","PianoNPNRG",88,"Piano","NPNR","G"
"362","R_1Cxd3jFV4twoWEj","No","Male",42,"Bachelor's degree or equivalent","PianoNPNRG",90,"Piano","NPNR","G"
"363","R_2VJCj6zDqQxXApz","Yes","Female",38,"Bachelor's degree or equivalent","PianoNPNRG",11,"Piano","NPNR","G"
"364","R_2bWutw16BwbTbnn","No","Female",49,"High school degree","PianoNPNRG",89,"Piano","NPNR","G"
"365","R_pFpayjaHUphtBu1","No","Male",31,"Bachelor's degree or equivalent","PianoNPNRG",0,"Piano","NPNR","G"
"366","R_1Nb5wf5tHG04AG6","No","Male",44,"Some college but no degree","PianoNPNRG",26,"Piano","NPNR","G"
"367","R_1Igyztxqibfalll","No","Male",21,"Some college but no degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"368","R_31XEK3XAKpJwBh2","No","Male",61,"Bachelor's degree or equivalent","BrotherPNRAdj",82,"Brother","PNR","Adj"
"369","R_2SIfOE4GVBXLecK","No","Male",33,"Bachelor's degree or equivalent","BrotherPNRAdj",95,"Brother","PNR","Adj"
"370","R_PFYwNY1UT32xE9r","No","Male",26,"Some college but no degree","BrotherPNRAdj",26,"Brother","PNR","Adj"
"371","R_3Di5UsvzwSn402T","No","Male",30,"Bachelor's degree or equivalent","BrotherPNRAdj",80,"Brother","PNR","Adj"
"372","R_1cTXyPwU99e8SvS","No","Female",37,"Some college but no degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"373","R_1lttSGZ5LC59uHv","No","Male",71,"High school degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"374","R_1lxBt1vgnNEWZt6","No","Male",34,"Some college but no degree","BrotherPNRAdj",91,"Brother","PNR","Adj"
"375","R_REJdmXJvdAUvycF","No","Female",28,"Bachelor's degree or equivalent","BrotherPNRAdj",85,"Brother","PNR","Adj"
"376","R_3CUzTlSewCAYsuJ","No","Male",27,"Bachelor's degree or equivalent","BrotherPNRAdj",100,"Brother","PNR","Adj"
"377","R_3M3GtvtEaWMomDm","No","Male",40,"Some college but no degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"378","R_Wr25rTClivQBkMV","No","Female",21,"Some college but no degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"379","R_PNUuDjB9kU72c1j","No","Male",71,"Some college but no degree","BrotherPNRAdj",96,"Brother","PNR","Adj"
"380","R_3HB6mvLUuALQ8FY","Yes","Male",30,"High school degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"381","R_eA65aVXNjQ3oF6p","No","Female",30,"Bachelor's degree or equivalent","BrotherPNRAdj",100,"Brother","PNR","Adj"
"382","R_291gvb4gG1dtT4i","No","Male",30,"Bachelor's degree or equivalent","BrotherPNRAdj",99,"Brother","PNR","Adj"
"383","R_2sd8nJo9NWD0atg","No","Female",44,"Some college but no degree","BrotherPNRAdj",67,"Brother","PNR","Adj"
"384","R_qL1mQO83B8mmPO9","No","Male",30,"High school degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"385","R_1n7WscrtgnUF4qQ","No","Male",33,"Bachelor's degree or equivalent","BrotherPNRAdj",74,"Brother","PNR","Adj"
"386","R_2VOs9Y9bAbXvKtJ","No","Male",56,"Bachelor's degree or equivalent","BrotherPNRAdj",96,"Brother","PNR","Adj"
"387","R_3oU6bi4aklBq8rN","No","Male",26,"Master's degree or equivalent","BrotherPNRAdj",100,"Brother","PNR","Adj"
"388","R_uldCSXQuEUoYjPr","Yes","Male",52,"Doctoral degree or equivalent","BrotherPNRAdj",64,"Brother","PNR","Adj"
"389","R_3kiT30vKnhp7Bpx","No","Male",34,"High school degree","BrotherPNRAdj",67,"Brother","PNR","Adj"
"390","R_3oL22AoBKqGPIv3","No","Male",22,"Bachelor's degree or equivalent","BrotherPNRAdj",69,"Brother","PNR","Adj"
"391","R_3sAnLdXkcDVLn7r","No","Male",42,"Bachelor's degree or equivalent","BrotherPNRAdj",53,"Brother","PNR","Adj"
"392","R_1Cxd3jFV4twoWEj","No","Male",42,"Bachelor's degree or equivalent","BrotherPNRAdj",95,"Brother","PNR","Adj"
"393","R_1Le3c8EcJvQKaFy","No","Male",28,"Some college but no degree","BrotherPNRAdj",94,"Brother","PNR","Adj"
"394","R_3r1EjkUOufYd36h","Yes","Male",35,"Master's degree or equivalent","BrotherPNRAdj",100,"Brother","PNR","Adj"
"395","R_2xEOvPK3E6hGXAY","Yes","Male",28,"Bachelor's degree or equivalent","BrotherPNRAdj",100,"Brother","PNR","Adj"
"396","R_9LTkTwEM0RrPmaB","No","Male",45,"Some college but no degree","BrotherPNRAdj",95,"Brother","PNR","Adj"
"397","R_1Nb5wf5tHG04AG6","No","Male",44,"Some college but no degree","BrotherPNRAdj",100,"Brother","PNR","Adj"
"398","R_21ENcSqMOuiVNqM","No","Male",35,"Bachelor's degree or equivalent","CarPNRAdj",89,"Car","PNR","Adj"
"399","R_2eVGOa9pJnTayqx","Yes","Male",34,"Bachelor's degree or equivalent","CarPNRAdj",54,"Car","PNR","Adj"
"400","R_3etdSJQBdTvTuJZ","No","Male",37,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"401","R_10vnoa62amH4GSH","No","Female",40,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"402","R_3PmInhSOF3LkBVN","No","Male",34,"Master's degree or equivalent","CarPNRAdj",90,"Car","PNR","Adj"
"403","R_2CBoscS4fQRyIba","No","Female",23,"High school degree","CarPNRAdj",100,"Car","PNR","Adj"
"404","R_2Cmn39fD9JJ9Hc3","No","Female",37,"Some college but no degree","CarPNRAdj",96,"Car","PNR","Adj"
"405","R_1mKphsppAZHeb4s","No","Male",26,"Bachelor's degree or equivalent","CarPNRAdj",69,"Car","PNR","Adj"
"406","R_2cuy562cM8gKLE1","No","Female",60,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"407","R_1BVi1OhzGnyXblG","No","Male",35,"High school degree","CarPNRAdj",100,"Car","PNR","Adj"
"408","R_r7SBxvNCWngsSjL","Yes","Male",27,"High school degree","CarPNRAdj",93,"Car","PNR","Adj"
"409","R_1jBUvhIiMvz5ocp","Yes","Male",22,"High school degree","CarPNRAdj",100,"Car","PNR","Adj"
"410","R_3EBcciaWSEezuXJ","No","Male",28,"Some college but no degree","CarPNRAdj",100,"Car","PNR","Adj"
"411","R_5zNWZAGpxuz2ZSV","No","Male",33,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"412","R_ZJfynNk3A4pqn9n","No","Female",47,"Some college but no degree","CarPNRAdj",100,"Car","PNR","Adj"
"413","R_29t6qWUtpEBkAxE","No","Male",59,"Some college but no degree","CarPNRAdj",95,"Car","PNR","Adj"
"414","R_1IcRp5F2vnr70SC","No","Female",46,"Bachelor's degree or equivalent","CarPNRAdj",91,"Car","PNR","Adj"
"415","R_3KMY0lFnzS8zL1Y","No","Female",28,"High school degree","CarPNRAdj",100,"Car","PNR","Adj"
"416","R_vN1JKe6U1rEi6XL","No","Male",31,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"417","R_26l5jOJwRK5BtTb","No","Male",24,"High school degree","CarPNRAdj",100,"Car","PNR","Adj"
"418","R_3GvniLqNV7Sxn5X","No","Male",59,"Some college but no degree","CarPNRAdj",100,"Car","PNR","Adj"
"419","R_1gioXSCHt8RCHMj","No","Male",26,"Some college but no degree","CarPNRAdj",97,"Car","PNR","Adj"
"420","R_1LMWtCcedWkyUwc","No","Female",47,"Less than high school degree","CarPNRAdj",80,"Car","PNR","Adj"
"421","R_1dK10GPEWZtvW9T","No","Male",30,"High school degree","CarPNRAdj",100,"Car","PNR","Adj"
"422","R_1pArIQrIGQfCciJ","Yes","Female",23,"Some college but no degree","CarPNRAdj",67,"Car","PNR","Adj"
"423","R_31T2kholOTUdUCs","No","Male",43,"Other","CarPNRAdj",100,"Car","PNR","Adj"
"424","R_OIipHExw3Ao02rf","No","Male",27,"Master's degree or equivalent","CarPNRAdj",74,"Car","PNR","Adj"
"425","R_4N7aiqYhhv6BqZr","No","Male",27,"Bachelor's degree or equivalent","CarPNRAdj",15,"Car","PNR","Adj"
"426","R_122Skthc9isBkoZ","No","Male",25,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"427","R_pFpayjaHUphtBu1","No","Male",31,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"428","R_3PvjC1Pkae0Od1W","No","Male",28,"Bachelor's degree or equivalent","CarPNRAdj",100,"Car","PNR","Adj"
"429","R_eFhJhNWjVhCtLax","No","Female",32,"Bachelor's degree or equivalent","CarPNRAdj",90,"Car","PNR","Adj"
"430","R_2zAs0lmZhAMKFVe","No","Male",39,"Some college but no degree","DogPNRAdj",93,"Dog","PNR","Adj"
"431","R_3EHhBWpmUqcECek","No","Male",43,"Some college but no degree","DogPNRAdj",100,"Dog","PNR","Adj"
"432","R_2cnHVf2e9okgUVK","Yes","Male",33,"Some college but no degree","DogPNRAdj",73,"Dog","PNR","Adj"
"433","R_31zr02FFYpeLwSl","No","Female",40,"Master's degree or equivalent","DogPNRAdj",98,"Dog","PNR","Adj"
"434","R_2TNqXg8DN8sa92B","No","Female",25,"Some college but no degree","DogPNRAdj",22,"Dog","PNR","Adj"
"435","R_XzFkuwNPgOuYThD","No","Male",37,"Bachelor's degree or equivalent","DogPNRAdj",99,"Dog","PNR","Adj"
